borough_name,website,site_name,os_addressbase_uprn,borough_code,address1,address2,address3,ward_2018_name,ward_2018_code,easting,longitude,latitude,northing,Creative Enterprise Zones,Cultural Venue Type,runtime
Tower Hamlets,http://www.maeslondon.com/,MAES London,6713918,E09000030,202 Riverbank Business Park,1 Dye House Lane,455 Wick Lane,Bow East,E05009319,537176.0790481172,-0.02036240403994123,51.53480001716644,183730.4675820428,Hackney Wick and Fish Island,Fashion and design,11/27/2022
Hackney,http://www.londontradition.com/,London Tradition Ltd,1.00024E+11,E09000012,96B Wallis Road,,,Hackney Wick,E05009374,536993.1482835301,-0.022600686862188454,51.54402792812236,184752.2038358472,Hackney Wick and Fish Island,Fashion and design,11/27/2022
Hackney,http://www.propositiongallery.co.uk/,Proposition,10008241118,E09000012,Studio 3A,20 Feldstead Street,,Hackney Wick,E05009374,536713.1821853451,-0.026634812841121777,51.54413211633294,184756.2250228902,Hackney Wick and Fish Island,Fashion and design,11/27/2022
Tower Hamlets,,The Yard Theatre (Regular LGBTQ+ Programming),,,Queen's Yard,,,,,536942.9584683643,-0.023384897015220073,51.54263911974798,184596.3276965937,Hackney Wick and Fish Island,LGBT+ night time venues,11/27/2022
Tower Hamlets,http://londonbookarts.tumblr.com/,London Centre For Book Arts,6180045,E09000030,London Centre For Book Arts,"Unit 18, Ground Floor Britannia Works",Dace Road,Bow East,E05009319,537001.2782536562,-0.02275421365596882,51.53778210662961,184057.51869262132,Hackney Wick and Fish Island,Makerspaces,11/27/2022
Tower Hamlets,www.swanwharf.org/,Swan Wharf Workshop,6151658,E09000030,Swan Wharf Workshop,60 Dace Road,Hackney,Bow East,E05009319,537080.4302342408,-0.02161462094256665,51.53773476498154,184054.39436327125,Hackney Wick and Fish Island,Makerspaces,11/27/2022
Hackney,,Half Baked Records Ltd,100000000000,E09000012,90 Wallis Road,Hackney,,Hackney Wick,E05009374,537207.000122197,-0.021137394400384295,51.54388070047281,184685.00012149662,Hackney Wick and Fish Island,Music (office based businesses),11/27/2022
Hackney,www.lshspaces.com,Lsh Spaces,10091898280,E09000012,Atlas Wharf Berkshire Road,Hackney,,Hackney Wick,E05009374,537077.000122197,-0.022999424474201547,51.54418190883753,184715.00012149662,Hackney Wick and Fish Island,Music rehearsal studios,11/27/2022
Tower Hamlets,www.thelighthouse.pub,The Lighthouse,6075916,E09000030,421 Wick Lane,Tower Hamlets,,Bow East,E05009319,537307.000122197,-0.020084280994225392,51.53491423930787,183690.00012149662,Hackney Wick and Fish Island,Music venues (all),11/27/2022
Tower Hamlets,www.stourspace.co.uk,Stour Space,10091906334,E09000030,7 Roach Road,Tower Hamlets,,Bow East,E05009319,537333.000122197,-0.019502424114289495,51.53968004986102,184221.00012149662,Hackney Wick and Fish Island,Music venues (all),11/27/2022
Tower Hamlets,www.theyardtheatre.co.uk,The Yard Theatre,6077552,E09000030,Unit 2a Queens Yard,White Post Lane,Tower Hamlets,Bow East,E05009319,537167.000122197,-0.021790331520282865,51.54212895855404,184489.00012149662,Hackney Wick and Fish Island,Music venues (all),11/27/2022
Tower Hamlets,www.cratebrewery.com,Mick's Garage,6077550,E09000030,Unit 8a Queens Yard,White Post Lane,Tower Hamlets,Bow East,E05009319,537207.000122197,-0.021187309403857726,51.542730355192305,184557.00012149662,Hackney Wick and Fish Island,Music venues (all),11/27/2022
Hackney,www.vinylpimp.co.uk,Vinyl Pimp Record Shop,10008318997,E09000012,14 Felstead Street,Hackney,,Hackney Wick,E05009374,536969.000122197,-0.02457163582747313,51.54384865167489,184675.00012149662,Hackney Wick and Fish Island,Music venues (all),11/27/2022
Hackney,www.number90bar.co.uk,Number 90,100000000000,E09000012,90 Wallis Road,Hackney,,Hackney Wick,E05009374,537207.000122197,-0.021137394400384295,51.54388070047281,184685.00012149662,Hackney Wick and Fish Island,Music venues (all),11/27/2022
Hackney,,The Old Baths & Cre8 Galleries,100000000000,E09000012,80 Eastway,Hackney,,Hackney Wick,E05009374,536731.000122197,-0.02788267251119504,51.546665414954894,184982.00012149662,Hackney Wick and Fish Island,Music venues (all),11/27/2022
Tower Hamlets,www.theyardtheatre.co.uk,The Yard Theatre,6077552,E09000030,Unit 2a Queens Yard,White Post Lane,Tower Hamlets,Bow East,E05009319,537167.000122197,-0.021790331520282865,51.54212895855404,184489.00012149662,Hackney Wick and Fish Island,Music venues (grassroots),11/27/2022
Tower Hamlets,https://www.sculpt-double.co.uk/projects/?tag=Arch+Model+Studio,Arch Model Studio,6077534,E09000030,Unit 9 Hamlet Industrial Centre,White Post Lane ,,Bow East,E05009319,537243.1701049954,-0.02070933068475591,51.54172309530341,184445.90008549392,Hackney Wick and Fish Island,Prop and costume making,11/27/2022
Hackney,,Four Quarters East,,E09000012,"Unit 8 Canalside, East Bay Lane, Here East,Queen Elizabeth Park",Stratford,Stratford,Hackney Wick,E05009374,537230.0001221001,-0.02066975477096037,51.54701159367181,185034.00012210011,Hackney Wick and Fish Island,Pubs,11/27/2022
Tower Hamlets,,Lighthouse,,E09000030,421 Wick Lane,Bow,London,Bow East,E05009319,537273.0001221001,-0.020535626457519357,51.53581223019104,183789.00012210011,Hackney Wick and Fish Island,Pubs,11/27/2022
Tower Hamlets,,Howling Hops Tap Room,,E09000030,"Queens Yard, White Post Lane",Homerton,Hackney Wick,Bow East,E05009319,537212.0001221001,-0.02114722141956258,51.5419921993721,184475.00012210011,Hackney Wick and Fish Island,Pubs,11/27/2022
Tower Hamlets,,Crate Brewery & Pizzeria,,E09000030,"Unit 7, White Building, Queen's Yard, White Post Lane",Hackney Wick,,Bow East,E05009319,537212.0001221001,-0.02114722141956258,51.5419921993721,184475.00012210011,Hackney Wick and Fish Island,Pubs,11/27/2022
Hackney,,Beer Merchants Tap,,E09000012,99 Wallis Road,Hackney Wick,,Hackney Wick,E05009374,537207.0001221001,-0.021137394401544402,51.54388070047827,184685.00012210011,Hackney Wick and Fish Island,Pubs,11/27/2022
Hackney,,Hackney Pearl,,E09000012,11 Prince Edward Road,Homerton,Hackney Wick,Hackney Wick,E05009374,536970.0001221001,-0.024559558399324263,51.543794486400074,184669.00012210011,Hackney Wick and Fish Island,Pubs,11/27/2022
Tower Hamlets,http://andrewlimclarkson.com/,Andrew Lim Clarkson,6713918,E09000030,1 Dye House Lane,,,Bow East,E05009319,537400.0001221001,-0.018770269035215625,51.53428947459703,183623.00012210011,Hackney Wick and Fish Island,Set and exhibition building,11/27/2022
Tower Hamlets,,Frontside-Gardens,0,E09000030,,,,Bow East,E05009319,537134.6405028999,-0.022254239712034458,51.542194011848935,184495.36352539808,Hackney Wick and Fish Island,Skate Parks,11/27/2022
Tower Hamlets,https://illaewoven.wordpress.com/,Illae Woven,6077465,E09000030,Queen Yard,51 White Post Lane ,,Bow East,E05009319,537160.0001221001,-0.021884593479196836,51.54228344036618,184506.00012210011,Hackney Wick and Fish Island,Textile design,11/27/2022
Tower Hamlets,http://hubsixtyseven.com/,Hub67,6077462,E09000030,67 Rothbury Road,,,Bow East,E05009319,536834.1554154609,-0.02497622147314065,51.542134831887445,184537.27820999408,Hackney Wick and Fish Island,Theatre rehearsal studio,11/27/2022
Tower Hamlets,https://theyardtheatre.co.uk/,The Yard Theatre,6077552,E09000030,Unit 2A, Queenâ€™s Yard,White Post Lane,Bow East,E05009319,536874.3155735427,-0.024359022337676145,51.54300955723465,184635.68538884714,Hackney Wick and Fish Island,Theatres,11/27/2022
